,comment,rate
2238,kaliteli fiyat performans ürünü,5
2239,Hem kaliteli hem fiyatı uygun,5
2240,hafif ve fiyat performansı yüksek,5
2241,ürün fiyatına göre gayet iyi,4
2242,fiyatını hak eden bi ürün.,5
2243,ürün parasının hakkını veriyor.,5
2244,Fiyat performansı güzel alınır,4
2245,fiyatına göre performansı iyi,5
2246,Gerçekten iyi kalıte acısından da cok iyi fıyat acısından da,5
2247,Fiyatına göre fena gözükmüyor,3
2248,Tam bir fiyat/performans urunu derim.,5
2249,Fiyatına göre çok iyi tavsiye ederim herkese.,5
2250,Fiyatına göre çok iyi,5
2251,Fiyat performans kaliteli,5
2252,İndirim zamanı aldım çok güzel :),5
2253,fiyatına göre kullanışlı,4
2254,Uygun fiyata alabileceğiniz nadir iyi ürünlerden birisi,4
2255,fiyatına göre çok güzel bi urun 3- 4 kez doldurabiliyor,4
2256,Fiyatına göre güzel ürğm,5
2257,Ürün fiyatına göre gayet iyi,5
2258,tam fiyat performans ürünü. çok kullanisli,4
2259,Düşünmeden alın her şeyiyle paranızın hakkını fazla fazla alırsınız.,5
2260,Fiyatına göre Gayet iyi,5
2261,fiyatına göre çok güzel bi urun tavsiye ederim,5
2262,Güzel ürün bu fiyata gayet iyi,5
2263,"Hızlı kargo , fiyatına göre iyi performans , kaliteli ürün 😍",5
2264,Uygun fiyatlı. Tavsiye ederim.,5
2265,uygun fiyat ve kaliteli,5
2266,Fiyatına değer.,5
2267,Fiyatına göre çok iyi bir ürün,5
2268,Hem fiyatı uygun hemde kullanışlı.,3
2269,40 liraya aldım missss,3
2270,fiyatına göre baya iyi,4
2271,kaliteli urun uygun fiyat hızlı kargo tafsiye ederim,5
2272,Çok iyi fiyatıda çok uygun,5
2273,Fiyatina gore cok guzel,5
2274,ürün gayet iyi uygun fiyat tavsiye edilir...,5
2275,fiyata göre süper,5
2276,fiyatına göre gayet iyi,3
2277,Fiatı uygun ve kaliteli,5
2278,Beğendim fiyatına göre gayet güzel ve kullanışlı,4
2279,Parasına göre gayet iyi. Indirimde aldım ama indirimsiz hâli bile başka markalara göre uygun.,5
2280,Verdiğim parayı sonuna kadar haketti,5
2281,Fiyat çok iyi kalite de öyle,5
2282,ürün harika fiyata göre baya iyi .,5
2283,Uygun fiyatlı bir ürün daha deneyemedim,5
2284,fiyat performans dengesine bakıldığında iyi bir ürün,5
2285,Çok güzel fiyatına göre gayet iyi,5
2286,fiyat performans bakımından alınır.,3
2287,Harika bu fiyata iyi performans,5
2288,fiyat performans olarak iyi bir ürün.,5
2289,şık ve fiyat olarak gerçekten çok iyi sorunsuz ulaştı elime,5
2290,Güvenilir ve fiyat uygun,5
2291,fiyatına göre mükemmel bir performans,5
2292,uygun fiyatlı bir ürün,5
2293,Fiat ve ürün kalitesi dengeli,5
2294,uygun fiyat,5
2295,Bu fiyata bu kalite başka yerde yok,5
2296,Fiyat kalite uyumu gayet iyi.,5
2297,tam bir fiyat performans ürünü,5
2298,Fiyatına göre gayet güzel bir cihaz,5
2299,Ürün tam da beklediğim gibi birde indirimli almışken süper herkese tavsiye ederimmmmm,5
2300,Fiyat performans ürünü,5
2301,fiyat /performans ürünü kaçırmayın derim,5
2302,Fiyatına göre oldukça iyi bir ürün,4
2303,fiyatına göre güzel bir ürün teşekkürler,4
2304,hem fiyat hemde performans olarak güzel bir ürün ben memnun kaldım teşekkür ederim,3
2305,fiyati cok uygun,5
2306,Fiyatına göre gayet güzel bir ürün çok beğendim.,5
2307,ürün fiyatına göre harika. hızlı teslimat,5
2308,Fiyat performans ürünü,3
2309,Fiyat performans açısından çok makul,5
2310,Fiyatına göre performansı çok iyi,5
2311,Urun gerçekte parasını hak edio,5
2312,Ürün fiyatına göre çok iyi,5
2313,F/P ürünü beğendim.,5
2314,fiyatina gore muthis bir urun,5
2315,fiyatına göre iyi bir ürün,5
2316,Fiyatına göre çok iyi bir ürün,5
2317,Göründüğü gibi fiyatına göre gayet iyi kullanışlı 👍🏻,5
2318,ürün fiyatina gore harika tesekkurler,5
2319,Fiyatına göre mükemmel.,5
2320,fiyatına göre performansı çok iyi,5
2321,Fiyat performans olarak çok iyi,5
2322,fiyat performans harika.,5
2323,Fiyatına göre güzel ürün.  tavsiye ederim,4
2324,fiyata gore cokk basarili,5
2325,Fiyat performans iyi,5
2326,Daha kullanmadım ama hem kaliteli hem hesaplı bir ürün aldığımı düşünüyorum,5
2327,efsane fiyat/performans ürünü,5
2328,"Fiyat performansı gayet iyi, tavsiye ederim.",5
2329,Fiyatına göre güzel bir ürün.,5
2330,Ürün fiyatına göre çok başarılı şimdi 15000 vat alcam tşkl,5
2331,Ürün fiyatına göre çok kaliteli 10 numara,5
2332,Çok iyi fiyatı da kendisi de,5
2333,Fiyatı performansı çok iyi çok beğendim,5
2334,Fiyat performansta başarılı bir ürün.,5
2335,Fiyat açısından kullanışlı güzel bir ürün.,5
2336,Fiyata göre harika bir ürün çok kullanışlı,5
2337,mükemmel ötesi kalite,5
2338,çok kaliteli bir ürün,5
2339,Gayet iş görüyor,5
2340,"çok kullanışlı, 2 kez rahat fulluyor",5
2341,çok iyi gercekten,5
2342,Çok iyi tavsiye ediyorum,5
2343,Ben çok memnunum almak isteyen herkese tavsiye ederim,5
2344,gayet başarili bir urun indirimdeykeb kacirmayin,4
2345,almaya değmez diyebilirim..,1
2346,iPhone markayı tam 3 kez şarj ediyor. Memnun kaldım,5
2347,ürün çok dayanikli,5
2348,Fiyat performans olarak 10 numara ürün,5
2349,Ürünün fiyatı uygun ve kalitesinden memnunum.,4
2350,Ürün fiyatına göre gayet güzel çalışıyor. Tavsiye ederim.,5
2351,Ürünün hem fiyatı uygun hemde göründüğü gibi kaliteli bi ürün teşekkürler :),5
2352,Fiyat/Performans ürünü ve gerçekten ÇOK İYİ!,5
2353,Gayet güzel ve uygun fiyatlı,5
2354,gayet iyi ürün çok memnun kaldim fiyat performans müthiş,5
2355,kalitesini kullandıkça göreceğim boyut ve fiyat güzel 🤗,4
2356,urun kaliteli ve fiyat 10 numara 2 adet aldım,5
2357,"fiyatına göre iyi, dokusu güzel ama bir de kılıf tarzı bir şeyi olsaydı süper olurdu",4
2358,Efsane kanka çok iyi yanii hem indirimli hemde tam istediğim zaman geldi siparişş,5
2359,Ürün fiyatını Karşılığını Çok İyi Veriyor Almak İsteyenler Gönül Rahatlığıyla Alabilirler,5
2360,ürün fiyatı ve özellikleri tam istediğim gibi,5
2361,Fiyatına göre çok kaliteli ve güzel bir ürün hiç düşünmeden almalısınız.,5
2362,güzel ve kaliteli ürün ve uygun fiyat,5
2363,Ben sevdim bu paraya bukadar iyi ürün,4
2364,Güzel bir ürün tavsiye ederim 10 numara İstanbul’dan aynı ürünü 110 lira para verip peşin aldıydım 59 liraya burda süper,5
2365,Bu fiyat ve bu kalite bir arada çok güZel,5
2366,Tavsiye üzerine aldım güzel ve kaliteli bir ürün fiyatından daha kalitel,5
2367,çok işime yaradı teşekkürler fiyat çok uygun,5
2368,ürün göründüğü gibi geldi. fiyatına göre gayet iyi. tavsiye ederim.,5
2369,Ürünün hem fiyatı güzel hem kalitesi güzel,5
2370,Çok hoş görünüyor bu fiyata iyi,5
2371,aşırı güzel ve uygun fiyatlı aylardır kullanıyorum ve dayanıklı,5
2372,Fiyatına göre mükemmel şüphe etmiştim ama efsane hiç pişman degılım bitane daha alıcam,5
2373,Fiyatına göre çok kaliteli ve çok güzel bir ürün,5
2374,Çok iyi! Kaliteli ve ucuz 1.5 defa dolduruyor telefonum Huawei,5
2375,ürün güzel kaliteli beğendim açıkçası fiyatına göre gayet iyi çalışıyor.,5
2376,Ürünün hem fiyatı uygun hemde göründüğü gibi kaliteli bi ürün,5
2377,bu fiyata göre alınacak en güzel ürün,5
2378,"fiyata göre performans çok iyi, memnu  kaldım tavsiye ederim.",5
2379,4 5kere şarj ediyor hem kendime hem arkadaşıma hediye olarak aldım çok memnunumm,5
2380,ürünü teslim aldım ilk izlenimlerim bana göre ytr 3000 mah bataryayı 3 defa rahat şarj eder beğendim,5
2381,gercekten bukadar beklemiyodum ama cok iyi. hele hizli sarj etmesine bayildim 3 kere sarj ediyor. bu fiyata bu performans harika,5
2382,Ürün güzel baya dolduruyor memnunun çok bir şey beklemiyordum zaten beklentimi karşıladı,4
2383,"Berbat, bozuldu hemen",1
2384,ürün fiyatına göre çok iyi,5
2385,gayet memnun kaldım,5
2386,Çok kaliteli,5
2387,mukemmelllll,5
2388,Çok güzel,4
2389,Cok beğendim,5
2390,Teknoloji mağazalarına göre çok uyguna aldım. Çok memnunum.,5
2391,cok kaliteli,5
2392,teşekkürler.,5
2393,👍👍👍👍👍👍👍👍👍👍👍👍,5
2394,Başarılı 👍🏻,5
2395,çok beğendım,5
2396,ürünü yeni aldim cok quzel,5
2397,Ürün istediğim gibi,5
2398,satıcı ürünü çok hızlı bir şekilde kargoladı 2 gün içinde teslim aldım ürün şimdilik iyi gorunuyor,3
2399,çok güzel. iki giriş kısmıni ayna anda kullanıyorum rahatlıkla masa lambami kullanirken aynı zamanda  telefonumu şarj ediyorum ve 3 gün gidiyor çok memnun kaldım. hem ağırlığı da fena değil daha önce başka bi marka kullanmıştım bundan daha pahalı olmasına rağmen daha ağırdı. bence onca para vermeye gerek yok bu çok güzel.,4
2400,bu ürünü ikinci alışım birincinin ışığında sıkıntı vardı firmayı aradığımda bir sıkıntı olmadığını söylediler ikinci ürün elime gelince diğerinde sıkıntı olduğunu anladım. sorun daha büyük olabilirdi başlarından attılar.,1
2401,Çabucak ulaştı elime henüz kullanmadım ama beğendim,5
2402,Fazlasıyla iyi bi ürün ve hızlı sarj.. Düşünmeden almalısınız bence teşekürrler trendyol,5
2403,"Boyutu tahmin ettiğim gibi geldi, büyük sayılır. İlk başta 3 kere şarj ediyordu ama birkaç kullanım sonrası 2ye düştü kapasitesi.",3
2404,Çok güzel benim telefon 4500mah ama 2kere full  dolduruyor. Normal bir telefonu 3-4kere rahat dolduruyor.,5
2405,Şarjı uzun gidiyor ve hızlı şarj ediyor fiyatına göre süper,5
2406,"Gayet güzel hızlı şarj ediyor herkese tavsiye ediyorum,teşekkürler Dexim👍",5
2407,Fiyatına göre güzel bir ürün skıntı yaratmadı 6 aydır kullanıyorum,5
2408,Kalite/performans ürünü ama daha ucuzu da bulunabilir,5
2409,Birebir aynısı geldi teşekkür ederim,5
2410,Babama almıştım çok beğendi çok hızlı şarj ediyor,5
2411,Kullanışlı Çok Hızlı Şarj Ediyor.Siparişimde Çok Hızlı Geldi.,5
2412,Urun bugün geldi 3. keredir sarj ediyorum cok beğendm  tavsiye ederim  .,5
2413,"ürün güzel görünüyor. denedim lg telefonumu hizli bir şekilde şarj etti. f/p olarak cok iyi bir ürün, tavsiye ederim. satıcı güzel bir şekil de paketlemisti.",4
2414,2.5 kere şarj ediyor devamlı kullanıyorum,5
2415,Çok çok güZell 3 kere şarj ediyo,5
2416,4 kere şarj ediyor kullanışlı,4
2417,gayet kullanışlı güzel bir powerbank,5
2418,Gayet iyi bir powerbank,5
2419,Verdiğim paraya değiyor tam telefon ebatında hoş :),5
2420,yorumlara bakarak aldım bu fiyata bu perfonmans gayet iyi,5
2421,Şimdilik hızlı şarj ediyo tavsiye ederim,5
2422,"Çok hızlı geldi, hafif ve zarif görünüyor bu yüzden küçük çantalarda bile rahatlıkla yer alabilir. Kutu içerisinden bir adet ara kablo çıktı. Ürünün garanti süresinin 1 yıl olduğunu da belirteyim. Özenli ve temiz paketlenmişti, hızlı kargolandı. Henüz telefonumu şarj etmedim ancak yorumlara bakarak aldım, oldukça ümit vaadediyor.",5
2423,Ürünüm bugün geldi çok güzel kibar bir görüntüsü var şarj olayına da kullandıkça bakcaz şimdilik şarja taktım 2 saat bile sürmeden full oldu telefonu da kaç defa şarj ettiğini kullanınca yoruma ekliycem 5 yıldız vermemin sebebi çok güzel kargo paketi yapılmış ve de görüntüsü çok hoş olduğu için 5 yıldız verdim ben çok beğendim teşekkür ederim 😊,5
2424,idare eder. uzun sürede  doluyor ama bu fiyata göre normal. daha ne olsun,4
2425,Ürünün görünüşü güzel rahat taşınabilir kaba değil   ve fıyatı da cok uygundu,3
2426,Ürünü beğendim boyut olarakta çok güzel ve şık hızlı kargo fiyat olarak çok iyi,5
2427,"Hızlı kargo, güzel ürün, kaliteli",5
2428,tek şarjla 3-4 kere full şarj etti başarılı,5
2429,Fiyatına göre çok güzel iphone 6s 3-4 kere şarj ediyor ve hızlı doluyor,5
2430,Uzun uzun şarj ediyor sıkıntısız kampta 2 gün boyunca 2 telefon doldurdu tavsiye ederim,5
2431,güzel beğendim,5
2432,Kaliteli ve görünüş olarak da güzel,5
2433,İdare eder,3
2434,Ürün gayet kaliteli beklediğimiz gibi geldi.,5
2435,efsane ırün beklediģimdem  daha ihi,5
2436,Çok kullanışlı ve iyi,5
2437,boyutu ve kalitesi gayet güzel,4
2438,Güzel güzel alın,5
2439,"Fiyata göre ideal, sadece biraz ağır.",5
2440,daha önce beyazını almıştım çok memnundum ama siyah rengi çok yavaş dolduruyor,5
2441,asla fotoğraftaki gibi ince değil kalın bir ürün geldi ama şarj açısından kötü değil memnunum,4
2442,Kardeşime hediye olarak aldım gayet memnun sadece beklediğimden biraz kalın ve bi tık ağır.,4
2443,Kullanıyorum 10000 mah oldugu dogru bence begendim,5
2444,kaliteli guzel urun,4
2445,benim işime yaramadı,1
2446,ürünü sevdim gayet güzel teşekkürler,4
2447,çok memnun kaldım kullanışlı,5
2448,ürünü  cok beğendim  tskler,5
2449,bayadır kullanıyorum zor zaman dostu,5
2450,muhteşemmm,5
2451,3000 mAhlik telefonumu 2.5 kere doldurdu.,3
2452,Her eve lazım olan bir ürün,4
2453,ürün güzel telefonu 2 3 defa şarj edebiliyorum yolculuklar için ideal,5
2454,Çok memnunum,5
2455,güzelllllll,3
2456,Kullanışlı🖤,3
2457,Fiyatı uygun ve son derece başarılı bir ürün,5
2458,"Başarılı ürün , kaba değil ince ve 10.000mah batarya gücüne göre uygun bir fiyat",5
2459,Ürün biraz kalitesiz ama parasına göre iyi tavsiye ederim,4
2460,"Diğer pahalı markalara para vermeye hiç gerek yok, gayet memnunum birkaç aydır kullanıyorum",4
2461,İdare eder f/p ürün xiomi alsak daha iyi olabilirdi sanki,5
2462,Fiyatı çok uygun ve güzel tavsiye edilir,5
2463,Daha önce de aldım arkadaşa hediye etmiştm yenisini aldım kendime. Dexim den memnunum tavsiye ediyorum tam f/p ğrünü..,5
2464,hızlı geldi. fıyat performans ürünü alınabilir.,4
2465,kargonun bu kadar hızlı olmasına düştüm :) dün sipariş verdim bugün elime ulaştı. paketleme güzel ürüne zarar gelmemesi için. teşekkür ederim,5
2466,ürün gerçekten çok güzel paketlenmiş şekilde elime ulaştı. hediye gelen bi powerbank nedeniyle iade ettim.,5
2467,Abim için aldım yanında rahat taşımak istiyordu çok hafif ve kullanışlı telefon boyutunda ve ağırlığında tam doluyken kaç kere şarj eder bilmiyorum ama ergonomik olarak çok kullanışlı bence.,5
2468,Kaliteli bir ürün fiyatına göre iyi,5
2469,Çok beğendim fiyatına göre çok iyi,5
2470,Fiyatına göre çok çok iyi beklediğimden kaliteli,5
2471,Fiyatına göre gayet yeterli bir ürün düzgün kullanımlarda uzun süre idare edeceğini söyleyebilirim,5
2472,"Ürün fiyatına göre çok kaliteli, kesinlikle tavsiye ediyorum.",5
2473,fiyat performans ürünü 3 defa rahat şarz ediyor,5
2474,Fiyatı uygun kaliteli,4
2475,Fiyatina göre gayet iyi,5
2476,pahalı ürünlere göre performansı yüksek,4
2477,Gayet güzel. Bu fiyata bu kalite çok iyi,5
2478,Daha kullanmadım ama 59 tl ye aldım 49 tl ye düştü biraz ağır fakat kullanışlı bir cihaza benziyor.kargo hızlı geldi,4
2479,Çok güzel bir ürün çok memnunum toplam 4 defa full dolduruyo boyut da normal uzun zamandır kullanıyorum,5
2480,Telefon boyu kadar bence cepte taşımak için uygun şarjıda gayet iyi gidiyor apple 6 3-4 kere dolduruyor tek sorun gönderirken adaptör yollamıyorlar kutu içeriğinde olmadığı için apple kullanıyorsanız da ufak bir kablo almanız gerekicek.,5
2481,2 3 kez şarj ediyor 🙏🏽,5
2482,O kadar yavaş şarj oluyor ki resmen 1 gece şarjdaydı 2 seviye dolmuş sadece. Ve anlatıldığı gibi 3-4 kere şarj etmiyor 2 sefer fuller sadece,3
2483,gayet güzel ama 10k değil daha çok 8k gibi Mah ı 4000 mahlık telefonu 2 kere şarj edebiliyor,4
2484,"Hizli sarj ediyor, uzun sure gidiyor",5
2485,fiyat performans olarak harika. hizli dolduruyor ve 3 4 kez dolduruyor. hafif ve dış kaplaması çok güzel çok şık duruyor,5
2486,Ürün gayet güzel,5
2487,Ürün güzel,5
2488,Henüz denemedim ama tavsiye edilen bi ürün,3
2489,cok iyi super bir urun,5
2490,Ürün fiyat/performans açısından gayet iyi iphone 6 kullanicisiyim telefonumu hizli bir sekilde sarj ediyor. Kutudan cikan kisa kablosu kullanışlı ve saglam.,4
2491,"SE’yi 4kere şarj etti çok beğendim , telefon büyüklüğünde, telefonlardan biraz daha ağırca. dokusu güzel,mat. Hangi tarafın hızlı şarj olduğu yazmıyor.",5
2492,Ürünün fiyatı çok çok uygundu. Hızlı şarj ediyor,5
2493,Fiyatı gayet uygun,5
2494,Ürün fiyatına göre cok iyi,5
2495,Fiyat performans ürünü,5
2496,"fiyatın göre çok başarılı bir ürün, gereksiz yüksek paralar vermeye gerek yok",5
2497,fiyata göre gayet guzell,5
2498,Fiyatına göre çok kaliteli bir ürün,4
2499,Bu fiyata bence daha iyisi olamazdi,5
2500,F/p olarak daha iyisi yok,5
2501,fiyatına göre gayet güzel bir ürün tavsiye ederim,5
2502,Fiyatına göre performansı iyi,4
2503,memnunuz fiyat performans ürünü,4
2504,fiyat kalite çokçok iyi,5
2505,uygun fiyat ve kaliteli,5
2506,güzel fiyatına göre,5
2507,fiyatı düştüğünde almıştım. çok memnunum,5
2508,Ürün elime sağlam ulaştı uzun süredir kullanıyorum benim telefonu mu 3 kere tam dolduruyor fiyatına göre çok ideal bir ürün,5
2509,1 senedir kullanıyorum aynı şekilde dolduruyor. Yere çok düşmesine rağmen hiç bozulmadı.,4
2510,Hızlı kargo,5
2511,çok kullanışlı hızlı teslimat gönül rahatlığıyla alabilirsiniz,5
2512,"Ürünüm hemen elime ulaştı  . Bu fiyata göre mutlaka almanızı  tavsiye ederim , heleki çalışanlar veya okula gidenler varsa çok işinize yarayacak bir ürün.  Paketlemesi oldukça güzeldi.  Ben bayıldım o yüzden 5 puanı hak ediyor . 👍🏻",5
2513,güzel kaliteli sadece geç şarj oluyor,5
2514,Ürün çok güzel tek seferde iPhone 8 2 defa şarj etmeme rağmen sarj yüzdesi %75 altına düşmedi 🙂,5
2515,"yavaş şarj oluyor, yavaş şarj ediyor ve şarj makinesini ateş gibi ısıtıyor.",1
2516,aldığım hiç pişman değilim gayet çok iyi 2 defa şarj edebiliyorum sadece kablosu kısa başka kusuru yok,4
2517,Aslında güzel ama çok çabuk bozuldu.,4
2518,cok begengim,5
2519,hala kullanıyorum,3
2520,Uzun zamanda doluyo ama 2 3 kere dolduruyo telefonu,5
2521,İphone 6s i 3 kez tam doldurabiliyor bu kapasitede bir şey arıyorsanız gayet uygun,4
2522,çok güzel şarjı çok uzun gidiyor telefonumu 3 kere şarj edebiliyor fiyatına göre baya iyi bir ürün tavsiye ederim.,5
2523,Ürün gayet güzel geldi. Şimdilik bir telefonu  2-3 kere şarj edecek gibi görünüyor,4
2524,Ürün tam beklediğim gibi geldi.Ayrıca trend yol’u da buradan tebrik ederim kargo ve paketleme gayet başarılı,5
2525,Fiyatina gore cok guzel urun. Memnun kaldim,5
2526,urun fiyati ile gayet basarili bir urun,4
2527,Fiyatına göre uygun,4
2528,telefonu tam 3 defa sarj edebiliyor cok begendim,5
2529,Çok çabuk elime ulaştı henüz şarzım var denemedim kullandıkça sonuçları yazacağım inşallah denedim huawei telefonumu iki buçuk kez şarz etti bu fiyata ben mumnun kaldım açıkçası teşekkürler,5
2530,"Uzun süredir kullanıyorum. 7 plus telefonumu 2-3 kez hızlı bir şekilde şarj ediyor, kendi şarj olması da gayet iyi. 1 yıl olacak alalı, biraz performansı düşse de bu fiyata tavsiye edilir",5
